what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333485643623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485643913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485644187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485644518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333485648078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485656722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485656902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485657088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485664486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485669121
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485669280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485669465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485672191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485675747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485675901
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485676088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485678693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485681801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485681951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485682152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485683473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1333485690603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485691179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485691416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485691745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485693130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1333485694037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1333485697784
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1333485698895
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1333485804864
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333485810389
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333485821940
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333485823951
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1333485838816
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1333485840271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485846140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485846273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485848636
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485848771
executed,command,com.amazonaws.eclipse.dynamodb,,"org.eclipse.ui.file.save",1333485850034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485865257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485870769
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485875461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485909557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485912966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485913876
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1333485914804
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1333485916352
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1333485916374
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1333485916402
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1333485916434
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1333485916452
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1333485916490
